Report_ID,Report_Name,Report_Category,Reporting_Period,Deadline,Submission_Date,Status,Responsible_Team,Stakeholder,Error_Count,Manual_Interventions,Processing_Time_Hours,Stakeholder_Satisfaction,Report_Complexity
RPT-0144,Credit Risk RWA Report - 2024-M03,Credit Risk RWA Report,2024-M03,2024-04-15,2024-04-17,Late,Credit Risk Reporting,Internal Risk Committee,1,2,74.3,4,High
RPT-0145,DNB Statistical Report - 2025-M06,DNB Statistical Report,2025-M06,2025-07-15,2025-07-10,On Time,Statistical Reporting,DNB,2,2,35.4,4,Medium
RPT-0146,COREP - Own Funds - 2025-Q2,COREP - Own Funds,2025-Q2,2025-07-30,2025-08-01,Late,Regulatory Reporting - Capital,DNB,4,4,40.0,4,Medium
RPT-0147,COREP - Own Funds - 2025-Q2,COREP - Own Funds,2025-Q2,2025-07-30,2025-07-26,On Time,Regulatory Reporting - Capital,DNB,0,0,17.0,5,Low
RPT-0148,COREP - Own Funds - 2024-Q4,COREP - Own Funds,2024-Q4,2025-01-30,2025-01-31,Late,Regulatory Reporting - Capital,DNB,1,4,94.5,4,High
RPT-0149,COREP - Own Funds - 2024-Q4,COREP - Own Funds,2024-Q4,2025-01-30,2025-02-02,Late,Regulatory Reporting - Capital,DNB,1,0,31.9,4,Medium
RPT-0150,Credit Risk RWA Report - 2025-M02,Credit Risk RWA Report,2025-M02,2025-03-15,2025-03-18,Late,Credit Risk Reporting,Internal Risk Committee,7,8,85.1,2,High
RPT-0151,Net Stable Funding Ratio (NSFR) - 2024-Q4,Net Stable Funding Ratio (NSFR),2024-Q4,2025-01-30,2025-01-29,On Time,Regulatory Reporting - Liquidity,DNB,5,9,103.2,3,High
RPT-0152,Liquidity Coverage Ratio (LCR) - 2024-M05,Liquidity Coverage Ratio (LCR),2024-M05,2024-06-15,2024-06-16,Late,Regulatory Reporting - Liquidity,DNB,1,3,39.6,4,Medium
RPT-0153,FINREP - Financial Reporting - 2024-Q4,FINREP - Financial Reporting,2024-Q4,2025-01-30,2025-02-03,Late,Regulatory Reporting - Capital,ECB,2,6,97.6,3,High
RPT-0154,DNB Statistical Report - 2024-M01,DNB Statistical Report,2024-M01,2024-02-15,2024-02-12,On Time,Statistical Reporting,DNB,0,2,30.3,4,Medium
RPT-0155,Credit Risk RWA Report - 2024-M09,Credit Risk RWA Report,2024-M09,2024-10-15,2024-10-25,Missed,Credit Risk Reporting,Internal Risk Committee,6,3,102.9,2,High
RPT-0156,COREP - Own Funds - 2025-Q3,COREP - Own Funds,2025-Q3,2025-10-30,2025-10-29,On Time,Regulatory Reporting - Capital,DNB,1,1,15.5,5,Low
RPT-0157,Net Stable Funding Ratio (NSFR) - 2024-Q3,Net Stable Funding Ratio (NSFR),2024-Q3,2024-10-30,2024-10-30,On Time,Regulatory Reporting - Liquidity,DNB,0,0,14.5,5,Low
RPT-0158,AML/KYC Periodic Review - 2025-Q3,AML/KYC Periodic Review,2025-Q3,2025-10-30,2025-10-26,On Time,AML & Compliance Reporting,Internal Compliance Committee,1,4,28.2,4,Medium
RPT-0159,COREP - Own Funds - 2024-Q4,COREP - Own Funds,2024-Q4,2025-01-30,2025-01-28,On Time,Regulatory Reporting - Capital,DNB,3,3,23.3,4,Medium
RPT-0160,COREP - Own Funds - 2025-Q2,COREP - Own Funds,2025-Q2,2025-07-30,2025-07-26,On Time,Regulatory Reporting - Capital,DNB,0,0,12.3,5,Low
RPT-0161,Liquidity Coverage Ratio (LCR) - 2024-M05,Liquidity Coverage Ratio (LCR),2024-M05,2024-06-15,2024-06-08,On Time,Regulatory Reporting - Liquidity,DNB,0,5,67.2,4,High
RPT-0162,AnaCredit Report - 2025-M01,AnaCredit Report,2025-M01,2025-02-15,2025-02-16,Late,Credit Risk Reporting,DNB,1,4,100.8,4,High
RPT-0163,Net Stable Funding Ratio (NSFR) - 2024-Q4,Net Stable Funding Ratio (NSFR),2024-Q4,2025-01-30,2025-01-28,On Time,Regulatory Reporting - Liquidity,DNB,2,3,46.3,4,Medium
RPT-0164,Basel III Leverage Ratio - 2025-Q1,Basel III Leverage Ratio,2025-Q1,2025-04-30,2025-04-27,On Time,Regulatory Reporting - Capital,ECB,1,5,26.0,4,Medium
RPT-0165,Basel III Leverage Ratio - 2024-Q4,Basel III Leverage Ratio,2024-Q4,2025-01-30,2025-02-04,Late,Regulatory Reporting - Capital,ECB,9,9,103.1,2,High
RPT-0166,Liquidity Coverage Ratio (LCR) - 2024-M03,Liquidity Coverage Ratio (LCR),2024-M03,2024-04-15,2024-04-12,On Time,Regulatory Reporting - Liquidity,DNB,2,2,28.6,4,Medium
RPT-0167,Liquidity Coverage Ratio (LCR) - 2025-M04,Liquidity Coverage Ratio (LCR),2025-M04,2025-05-15,2025-05-20,Late,Regulatory Reporting - Liquidity,DNB,0,5,67.5,4,High
RPT-0168,COREP - Own Funds - 2025-Q1,COREP - Own Funds,2025-Q1,2025-04-30,2025-04-29,On Time,Regulatory Reporting - Capital,DNB,2,6,89.2,4,High
RPT-0169,AML/KYC Periodic Review - 2025-Q1,AML/KYC Periodic Review,2025-Q1,2025-04-30,2025-04-30,On Time,AML & Compliance Reporting,Internal Compliance Committee,2,3,15.3,4,Medium
RPT-0170,Liquidity Coverage Ratio (LCR) - 2024-M07,Liquidity Coverage Ratio (LCR),2024-M07,2024-08-15,2024-08-16,Late,Regulatory Reporting - Liquidity,DNB,4,5,28.2,3,Medium
RPT-0171,Liquidity Coverage Ratio (LCR) - 2025-M02,Liquidity Coverage Ratio (LCR),2025-M02,2025-03-15,2025-03-24,Missed,Regulatory Reporting - Liquidity,DNB,1,5,101.5,3,High
RPT-0172,COREP - Own Funds - 2024-Q2,COREP - Own Funds,2024-Q2,2024-07-30,2024-08-04,Late,Regulatory Reporting - Capital,DNB,9,9,96.0,2,High
RPT-0173,Credit Risk RWA Report - 2024-M10,Credit Risk RWA Report,2024-M10,2024-11-15,2024-11-13,On Time,Credit Risk Reporting,Internal Risk Committee,0,0,9.9,5,Low
RPT-0174,Liquidity Coverage Ratio (LCR) - 2025-M08,Liquidity Coverage Ratio (LCR),2025-M08,2025-09-15,2025-09-20,Late,Regulatory Reporting - Liquidity,DNB,2,5,87.5,3,High
RPT-0175,Basel III Leverage Ratio - 2024-Q1,Basel III Leverage Ratio,2024-Q1,2024-04-30,2024-05-03,Late,Regulatory Reporting - Capital,ECB,4,7,74.6,3,High
RPT-0176,FINREP - Financial Reporting - 2024-Q2,FINREP - Financial Reporting,2024-Q2,2024-07-30,2024-08-05,Missed,Regulatory Reporting - Capital,ECB,5,7,50.8,2,High
RPT-0177,Large Exposures Report - 2025-Q3,Large Exposures Report,2025-Q3,2025-10-30,2025-10-31,Late,Credit Risk Reporting,ECB,0,1,22.5,4,Medium
RPT-0178,Liquidity Coverage Ratio (LCR) - 2024-M01,Liquidity Coverage Ratio (LCR),2024-M01,2024-02-15,2024-02-21,Missed,Regulatory Reporting - Liquidity,DNB,6,11,54.4,2,High
RPT-0179,Credit Risk RWA Report - 2024-M05,Credit Risk RWA Report,2024-M05,2024-06-15,2024-06-22,Missed,Credit Risk Reporting,Internal Risk Committee,4,6,38.9,3,Medium
RPT-0180,Credit Risk RWA Report - 2024-M06,Credit Risk RWA Report,2024-M06,2024-07-15,2024-07-10,On Time,Credit Risk Reporting,Internal Risk Committee,0,2,32.8,4,Medium
RPT-0181,Credit Risk RWA Report - 2024-M02,Credit Risk RWA Report,2024-M02,2024-03-15,2024-03-14,On Time,Credit Risk Reporting,Internal Risk Committee,0,4,29.4,4,Medium
RPT-0182,FINREP - Financial Reporting - 2024-Q3,FINREP - Financial Reporting,2024-Q3,2024-10-30,2024-10-29,On Time,Regulatory Reporting - Capital,ECB,5,7,49.0,4,High
RPT-0183,DNB Statistical Report - 2024-M11,DNB Statistical Report,2024-M11,2024-12-15,2024-12-16,Late,Statistical Reporting,DNB,1,4,41.8,4,Medium
RPT-0184,COREP - Own Funds - 2024-Q2,COREP - Own Funds,2024-Q2,2024-07-30,2024-08-02,Late,Regulatory Reporting - Capital,DNB,2,5,75.8,3,High
RPT-0185,COREP - Own Funds - 2024-Q4,COREP - Own Funds,2024-Q4,2025-01-30,2025-01-25,On Time,Regulatory Reporting - Capital,DNB,3,6,23.4,4,Medium
RPT-0186,Liquidity Coverage Ratio (LCR) - 2024-M09,Liquidity Coverage Ratio (LCR),2024-M09,2024-10-15,2024-10-09,On Time,Regulatory Reporting - Liquidity,DNB,2,2,40.0,4,Medium
RPT-0187,Basel III Leverage Ratio - 2025-Q1,Basel III Leverage Ratio,2025-Q1,2025-04-30,2025-04-28,On Time,Regulatory Reporting - Capital,ECB,1,2,47.8,5,Medium
RPT-0188,FINREP - Financial Reporting - 2024-Q1,FINREP - Financial Reporting,2024-Q1,2024-04-30,2024-05-01,Late,Regulatory Reporting - Capital,ECB,1,2,24.3,4,Medium
RPT-0189,Net Stable Funding Ratio (NSFR) - 2024-Q4,Net Stable Funding Ratio (NSFR),2024-Q4,2025-01-30,2025-01-29,On Time,Regulatory Reporting - Liquidity,DNB,0,1,34.5,5,Medium
RPT-0190,COREP - Own Funds - 2024-Q2,COREP - Own Funds,2024-Q2,2024-07-30,2024-07-25,On Time,Regulatory Reporting - Capital,DNB,0,0,13.3,4,Medium
RPT-0191,AML/KYC Periodic Review - 2024-Q4,AML/KYC Periodic Review,2024-Q4,2025-01-30,2025-01-31,Late,AML & Compliance Reporting,Internal Compliance Committee,4,10,93.2,3,High
RPT-0192,Credit Risk RWA Report - 2024-M10,Credit Risk RWA Report,2024-M10,2024-11-15,2024-11-14,On Time,Credit Risk Reporting,Internal Risk Committee,2,3,33.4,4,Medium
RPT-0193,FINREP - Financial Reporting - 2025-Q3,FINREP - Financial Reporting,2025-Q3,2025-10-30,2025-11-03,Late,Regulatory Reporting - Capital,ECB,5,9,75.9,3,High
RPT-0194,Net Stable Funding Ratio (NSFR) - 2024-Q3,Net Stable Funding Ratio (NSFR),2024-Q3,2024-10-30,2024-11-01,Late,Regulatory Reporting - Liquidity,DNB,3,8,56.5,3,High
RPT-0195,DNB Statistical Report - 2024-M12,DNB Statistical Report,2024-M12,2025-01-15,2025-01-14,On Time,Statistical Reporting,DNB,0,0,21.0,5,Low
RPT-0196,Credit Risk RWA Report - 2025-M06,Credit Risk RWA Report,2025-M06,2025-07-15,2025-07-12,On Time,Credit Risk Reporting,Internal Risk Committee,0,1,23.4,4,Medium
RPT-0197,Credit Risk RWA Report - 2024-M05,Credit Risk RWA Report,2024-M05,2024-06-15,2024-06-11,On Time,Credit Risk Reporting,Internal Risk Committee,3,6,69.2,4,High
RPT-0198,Liquidity Coverage Ratio (LCR) - 2024-M10,Liquidity Coverage Ratio (LCR),2024-M10,2024-11-15,2024-11-17,Late,Regulatory Reporting - Liquidity,DNB,2,7,43.6,4,High
RPT-0199,AML/KYC Periodic Review - 2024-Q2,AML/KYC Periodic Review,2024-Q2,2024-07-30,2024-07-30,On Time,AML & Compliance Reporting,Internal Compliance Committee,1,1,36.1,4,Medium
RPT-0200,DNB Statistical Report - 2025-M03,DNB Statistical Report,2025-M03,2025-04-15,2025-04-14,On Time,Statistical Reporting,DNB,2,4,32.1,4,Medium
RPT-0201,DNB Statistical Report - 2025-M07,DNB Statistical Report,2025-M07,2025-08-15,2025-08-18,Late,Statistical Reporting,DNB,4,4,64.8,3,High
RPT-0202,AML/KYC Periodic Review - 2025-Q3,AML/KYC Periodic Review,2025-Q3,2025-10-30,2025-11-01,Late,AML & Compliance Reporting,Internal Compliance Committee,3,8,100.4,3,High
RPT-0203,COREP - Own Funds - 2024-Q3,COREP - Own Funds,2024-Q3,2024-10-30,2024-10-29,On Time,Regulatory Reporting - Capital,DNB,5,2,26.5,4,Medium
RPT-0204,AML/KYC Periodic Review - 2024-Q3,AML/KYC Periodic Review,2024-Q3,2024-10-30,2024-10-26,On Time,AML & Compliance Reporting,Internal Compliance Committee,4,4,14.9,4,Medium
RPT-0205,DNB Statistical Report - 2024-M08,DNB Statistical Report,2024-M08,2024-09-15,2024-09-15,On Time,Statistical Reporting,DNB,0,1,12.3,4,Low
RPT-0206,Large Exposures Report - 2024-Q4,Large Exposures Report,2024-Q4,2025-01-30,2025-02-01,Late,Credit Risk Reporting,ECB,0,1,25.6,4,Medium
RPT-0207,Credit Risk RWA Report - 2025-M06,Credit Risk RWA Report,2025-M06,2025-07-15,2025-07-18,Late,Credit Risk Reporting,Internal Risk Committee,4,5,95.1,3,High
RPT-0208,Net Stable Funding Ratio (NSFR) - 2024-Q2,Net Stable Funding Ratio (NSFR),2024-Q2,2024-07-30,2024-08-02,Late,Regulatory Reporting - Liquidity,DNB,1,2,25.6,4,Medium
RPT-0209,Basel III Leverage Ratio - 2024-Q4,Basel III Leverage Ratio,2024-Q4,2025-01-30,2025-01-27,On Time,Regulatory Reporting - Capital,ECB,1,5,101.9,4,High
RPT-0210,AnaCredit Report - 2024-M01,AnaCredit Report,2024-M01,2024-02-15,2024-02-12,On Time,Credit Risk Reporting,DNB,0,4,32.9,4,Medium
RPT-0211,FINREP - Financial Reporting - 2025-Q3,FINREP - Financial Reporting,2025-Q3,2025-10-30,2025-11-04,Late,Regulatory Reporting - Capital,ECB,1,4,28.4,4,Medium
RPT-0212,DNB Statistical Report - 2025-M04,DNB Statistical Report,2025-M04,2025-05-15,2025-05-20,Late,Statistical Reporting,DNB,10,11,89.3,2,High
RPT-0213,FINREP - Financial Reporting - 2025-Q2,FINREP - Financial Reporting,2025-Q2,2025-07-30,2025-07-30,On Time,Regulatory Reporting - Capital,ECB,2,6,75.7,4,High
RPT-0214,COREP - Own Funds - 2024-Q1,COREP - Own Funds,2024-Q1,2024-04-30,2024-05-02,Late,Regulatory Reporting - Capital,DNB,0,5,74.5,4,High
RPT-0215,DNB Statistical Report - 2024-M04,DNB Statistical Report,2024-M04,2024-05-15,2024-05-16,Late,Statistical Reporting,DNB,0,0,42.7,4,Medium
RPT-0216,COREP - Own Funds - 2024-Q4,COREP - Own Funds,2024-Q4,2025-01-30,2025-02-01,Late,Regulatory Reporting - Capital,DNB,0,0,17.5,3,Low
RPT-0217,AnaCredit Report - 2024-M07,AnaCredit Report,2024-M07,2024-08-15,2024-08-22,Missed,Credit Risk Reporting,DNB,5,5,91.1,3,High
RPT-0218,Net Stable Funding Ratio (NSFR) - 2024-Q3,Net Stable Funding Ratio (NSFR),2024-Q3,2024-10-30,2024-11-06,Missed,Regulatory Reporting - Liquidity,DNB,4,6,31.6,3,Medium
RPT-0219,AML/KYC Periodic Review - 2025-Q1,AML/KYC Periodic Review,2025-Q1,2025-04-30,2025-04-27,On Time,AML & Compliance Reporting,Internal Compliance Committee,4,2,27.7,4,Medium
RPT-0220,Net Stable Funding Ratio (NSFR) - 2024-Q4,Net Stable Funding Ratio (NSFR),2024-Q4,2025-01-30,2025-02-04,Late,Regulatory Reporting - Liquidity,DNB,2,5,28.4,4,Medium
RPT-0221,Large Exposures Report - 2025-Q1,Large Exposures Report,2025-Q1,2025-04-30,2025-04-27,On Time,Credit Risk Reporting,ECB,4,3,101.8,4,High
RPT-0222,FINREP - Financial Reporting - 2024-Q4,FINREP - Financial Reporting,2024-Q4,2025-01-30,2025-01-27,On Time,Regulatory Reporting - Capital,ECB,1,2,98.2,5,High
RPT-0223,FINREP - Financial Reporting - 2024-Q3,FINREP - Financial Reporting,2024-Q3,2024-10-30,2024-10-23,On Time,Regulatory Reporting - Capital,ECB,1,1,10.4,4,Low
RPT-0224,AnaCredit Report - 2025-M04,AnaCredit Report,2025-M04,2025-05-15,2025-05-25,Missed,Credit Risk Reporting,DNB,5,10,107.0,2,High
RPT-0225,DNB Statistical Report - 2024-M09,DNB Statistical Report,2024-M09,2024-10-15,2024-10-14,On Time,Statistical Reporting,DNB,0,1,16.5,4,Low
RPT-0226,Credit Risk RWA Report - 2025-M06,Credit Risk RWA Report,2025-M06,2025-07-15,2025-07-11,On Time,Credit Risk Reporting,Internal Risk Committee,2,3,24.7,4,Low
RPT-0227,AnaCredit Report - 2024-M06,AnaCredit Report,2024-M06,2024-07-15,2024-07-18,Late,Credit Risk Reporting,DNB,6,6,48.4,3,High
RPT-0228,DNB Statistical Report - 2024-M08,DNB Statistical Report,2024-M08,2024-09-15,2024-09-15,On Time,Statistical Reporting,DNB,3,6,92.9,4,High
RPT-0229,Credit Risk RWA Report - 2025-M08,Credit Risk RWA Report,2025-M08,2025-09-15,2025-09-13,On Time,Credit Risk Reporting,Internal Risk Committee,2,2,30.7,4,Medium
RPT-0230,FINREP - Financial Reporting - 2025-Q2,FINREP - Financial Reporting,2025-Q2,2025-07-30,2025-07-28,On Time,Regulatory Reporting - Capital,ECB,0,1,70.7,5,High
RPT-0231,Credit Risk RWA Report - 2024-M10,Credit Risk RWA Report,2024-M10,2024-11-15,2024-11-12,On Time,Credit Risk Reporting,Internal Risk Committee,8,11,44.0,3,High
RPT-0232,FINREP - Financial Reporting - 2025-Q1,FINREP - Financial Reporting,2025-Q1,2025-04-30,2025-05-08,Missed,Regulatory Reporting - Capital,ECB,6,9,97.1,3,High
RPT-0233,Net Stable Funding Ratio (NSFR) - 2025-Q2,Net Stable Funding Ratio (NSFR),2025-Q2,2025-07-30,2025-07-28,On Time,Regulatory Reporting - Liquidity,DNB,1,4,36.7,4,Medium
RPT-0234,Liquidity Coverage Ratio (LCR) - 2025-M01,Liquidity Coverage Ratio (LCR),2025-M01,2025-02-15,2025-02-14,On Time,Regulatory Reporting - Liquidity,DNB,0,1,36.4,4,Medium
RPT-0235,FINREP - Financial Reporting - 2024-Q2,FINREP - Financial Reporting,2024-Q2,2024-07-30,2024-08-01,Late,Regulatory Reporting - Capital,ECB,4,3,44.2,3,Medium
RPT-0236,Net Stable Funding Ratio (NSFR) - 2025-Q2,Net Stable Funding Ratio (NSFR),2025-Q2,2025-07-30,2025-07-28,On Time,Regulatory Reporting - Liquidity,DNB,3,2,56.8,4,High
RPT-0237,COREP - Own Funds - 2024-Q1,COREP - Own Funds,2024-Q1,2024-04-30,2024-05-04,Late,Regulatory Reporting - Capital,DNB,2,8,102.2,3,High
RPT-0238,Basel III Leverage Ratio - 2025-Q3,Basel III Leverage Ratio,2025-Q3,2025-10-30,2025-10-31,Late,Regulatory Reporting - Capital,ECB,2,5,63.1,3,High
RPT-0239,AnaCredit Report - 2024-M06,AnaCredit Report,2024-M06,2024-07-15,2024-07-17,Late,Credit Risk Reporting,DNB,4,3,67.0,3,High
RPT-0240,Large Exposures Report - 2024-Q1,Large Exposures Report,2024-Q1,2024-04-30,2024-04-27,On Time,Credit Risk Reporting,ECB,0,3,17.0,4,Low
RPT-0241,DNB Statistical Report - 2025-M02,DNB Statistical Report,2025-M02,2025-03-15,2025-03-15,On Time,Statistical Reporting,DNB,0,0,11.9,5,Low
RPT-0242,Basel III Leverage Ratio - 2024-Q4,Basel III Leverage Ratio,2024-Q4,2025-01-30,2025-01-27,On Time,Regulatory Reporting - Capital,ECB,1,5,34.8,4,Medium
RPT-0243,Basel III Leverage Ratio - 2025-Q2,Basel III Leverage Ratio,2025-Q2,2025-07-30,2025-07-26,On Time,Regulatory Reporting - Capital,ECB,1,1,14.3,4,Low
RPT-0244,Net Stable Funding Ratio (NSFR) - 2024-Q3,Net Stable Funding Ratio (NSFR),2024-Q3,2024-10-30,2024-10-31,Late,Regulatory Reporting - Liquidity,DNB,0,7,43.3,4,Medium
RPT-0245,COREP - Own Funds - 2025-Q1,COREP - Own Funds,2025-Q1,2025-04-30,2025-04-25,On Time,Regulatory Reporting - Capital,DNB,1,0,12.3,5,Low
RPT-0246,Basel III Leverage Ratio - 2024-Q4,Basel III Leverage Ratio,2024-Q4,2025-01-30,2025-01-29,On Time,Regulatory Reporting - Capital,ECB,3,1,15.8,4,Low
RPT-0247,Net Stable Funding Ratio (NSFR) - 2025-Q3,Net Stable Funding Ratio (NSFR),2025-Q3,2025-10-30,2025-10-29,On Time,Regulatory Reporting - Liquidity,DNB,3,2,2.3,4,Low
RPT-0248,FINREP - Financial Reporting - 2024-Q1,FINREP - Financial Reporting,2024-Q1,2024-04-30,2024-04-27,On Time,Regulatory Reporting - Capital,ECB,1,1,24.4,4,Medium
RPT-0249,AML/KYC Periodic Review - 2025-Q2,AML/KYC Periodic Review,2025-Q2,2025-07-30,2025-07-29,On Time,AML & Compliance Reporting,Internal Compliance Committee,3,2,92.3,4,High
RPT-0250,DNB Statistical Report - 2024-M04,DNB Statistical Report,2024-M04,2024-05-15,2024-05-15,On Time,Statistical Reporting,DNB,0,1,32.3,5,Medium
RPT-0251,DNB Statistical Report - 2025-M05,DNB Statistical Report,2025-M05,2025-06-15,2025-06-13,On Time,Statistical Reporting,DNB,0,0,25.9,5,Medium
RPT-0252,Credit Risk RWA Report - 2024-M03,Credit Risk RWA Report,2024-M03,2024-04-15,2024-04-14,On Time,Credit Risk Reporting,Internal Risk Committee,1,2,28.6,4,Medium
RPT-0253,COREP - Own Funds - 2025-Q1,COREP - Own Funds,2025-Q1,2025-04-30,2025-04-30,On Time,Regulatory Reporting - Capital,DNB,1,3,29.8,4,Medium
RPT-0254,Liquidity Coverage Ratio (LCR) - 2025-M04,Liquidity Coverage Ratio (LCR),2025-M04,2025-05-15,2025-05-15,On Time,Regulatory Reporting - Liquidity,DNB,4,5,35.7,4,Medium
RPT-0255,Basel III Leverage Ratio - 2024-Q2,Basel III Leverage Ratio,2024-Q2,2024-07-30,2024-07-30,On Time,Regulatory Reporting - Capital,ECB,0,0,19.1,5,Medium
RPT-0256,AML/KYC Periodic Review - 2025-Q1,AML/KYC Periodic Review,2025-Q1,2025-04-30,2025-05-02,Late,AML & Compliance Reporting,Internal Compliance Committee,3,7,100.0,2,High
RPT-0257,Credit Risk RWA Report - 2024-M02,Credit Risk RWA Report,2024-M02,2024-03-15,2024-03-14,On Time,Credit Risk Reporting,Internal Risk Committee,0,1,30.8,4,Medium
RPT-0258,Liquidity Coverage Ratio (LCR) - 2024-M11,Liquidity Coverage Ratio (LCR),2024-M11,2024-12-15,2024-12-14,On Time,Regulatory Reporting - Liquidity,DNB,2,4,108.0,4,High
RPT-0259,Liquidity Coverage Ratio (LCR) - 2024-M10,Liquidity Coverage Ratio (LCR),2024-M10,2024-11-15,2024-11-15,On Time,Regulatory Reporting - Liquidity,DNB,1,3,28.9,4,Medium
RPT-0260,Basel III Leverage Ratio - 2024-Q1,Basel III Leverage Ratio,2024-Q1,2024-04-30,2024-04-23,On Time,Regulatory Reporting - Capital,ECB,0,1,24.2,5,Medium
RPT-0261,Liquidity Coverage Ratio (LCR) - 2025-M02,Liquidity Coverage Ratio (LCR),2025-M02,2025-03-15,2025-03-14,On Time,Regulatory Reporting - Liquidity,DNB,2,7,36.7,4,High
RPT-0262,COREP - Own Funds - 2024-Q4,COREP - Own Funds,2024-Q4,2025-01-30,2025-01-29,On Time,Regulatory Reporting - Capital,DNB,4,6,63.5,4,High
RPT-0263,COREP - Own Funds - 2025-Q3,COREP - Own Funds,2025-Q3,2025-10-30,2025-11-04,Late,Regulatory Reporting - Capital,DNB,4,9,63.6,3,High
RPT-0264,FINREP - Financial Reporting - 2025-Q1,FINREP - Financial Reporting,2025-Q1,2025-04-30,2025-04-28,On Time,Regulatory Reporting - Capital,ECB,1,1,26.4,4,Medium
RPT-0265,Large Exposures Report - 2024-Q1,Large Exposures Report,2024-Q1,2024-04-30,2024-05-04,Late,Credit Risk Reporting,ECB,1,3,97.6,3,High
RPT-0266,COREP - Own Funds - 2024-Q2,COREP - Own Funds,2024-Q2,2024-07-30,2024-07-27,On Time,Regulatory Reporting - Capital,DNB,2,4,58.8,4,High
RPT-0267,Large Exposures Report - 2024-Q2,Large Exposures Report,2024-Q2,2024-07-30,2024-07-30,On Time,Credit Risk Reporting,ECB,4,7,21.7,4,Medium
RPT-0268,AnaCredit Report - 2024-M05,AnaCredit Report,2024-M05,2024-06-15,2024-06-14,On Time,Credit Risk Reporting,DNB,3,9,66.4,3,High
RPT-0269,DNB Statistical Report - 2024-M08,DNB Statistical Report,2024-M08,2024-09-15,2024-09-12,On Time,Statistical Reporting,DNB,0,2,12.8,4,Low
RPT-0270,Liquidity Coverage Ratio (LCR) - 2025-M08,Liquidity Coverage Ratio (LCR),2025-M08,2025-09-15,2025-09-17,Late,Regulatory Reporting - Liquidity,DNB,1,2,13.0,4,Medium
RPT-0271,Net Stable Funding Ratio (NSFR) - 2024-Q2,Net Stable Funding Ratio (NSFR),2024-Q2,2024-07-30,2024-07-31,Late,Regulatory Reporting - Liquidity,DNB,5,4,68.9,3,High
RPT-0272,DNB Statistical Report - 2024-M06,DNB Statistical Report,2024-M06,2024-07-15,2024-07-13,On Time,Statistical Reporting,DNB,1,3,30.2,5,Medium
RPT-0273,Credit Risk RWA Report - 2025-M01,Credit Risk RWA Report,2025-M01,2025-02-15,2025-02-20,Late,Credit Risk Reporting,Internal Risk Committee,3,6,85.8,3,High
RPT-0274,COREP - Own Funds - 2024-Q2,COREP - Own Funds,2024-Q2,2024-07-30,2024-07-31,Late,Regulatory Reporting - Capital,DNB,5,9,47.5,3,High
RPT-0275,AML/KYC Periodic Review - 2025-Q2,AML/KYC Periodic Review,2025-Q2,2025-07-30,2025-07-30,On Time,AML & Compliance Reporting,Internal Compliance Committee,2,3,46.6,4,Medium
RPT-0276,Large Exposures Report - 2024-Q1,Large Exposures Report,2024-Q1,2024-04-30,2024-04-28,On Time,Credit Risk Reporting,ECB,0,4,20.3,5,Medium
RPT-0277,Net Stable Funding Ratio (NSFR) - 2025-Q3,Net Stable Funding Ratio (NSFR),2025-Q3,2025-10-30,2025-10-24,On Time,Regulatory Reporting - Liquidity,DNB,2,4,70.8,4,High
RPT-0278,FINREP - Financial Reporting - 2024-Q4,FINREP - Financial Reporting,2024-Q4,2025-01-30,2025-01-29,On Time,Regulatory Reporting - Capital,ECB,1,1,40.7,5,Medium
RPT-0279,Net Stable Funding Ratio (NSFR) - 2024-Q3,Net Stable Funding Ratio (NSFR),2024-Q3,2024-10-30,2024-11-03,Late,Regulatory Reporting - Liquidity,DNB,2,1,35.8,4,Medium
RPT-0280,AnaCredit Report - 2025-M02,AnaCredit Report,2025-M02,2025-03-15,2025-03-19,Late,Credit Risk Reporting,DNB,4,8,77.0,2,High
RPT-0281,AnaCredit Report - 2024-M05,AnaCredit Report,2024-M05,2024-06-15,2024-06-12,On Time,Credit Risk Reporting,DNB,1,1,18.5,4,Low
RPT-0282,Net Stable Funding Ratio (NSFR) - 2024-Q2,Net Stable Funding Ratio (NSFR),2024-Q2,2024-07-30,2024-07-31,Late,Regulatory Reporting - Liquidity,DNB,1,4,63.9,4,High
RPT-0283,AnaCredit Report - 2025-M05,AnaCredit Report,2025-M05,2025-06-15,2025-06-09,On Time,Credit Risk Reporting,DNB,1,3,39.7,4,High
RPT-0284,Basel III Leverage Ratio - 2025-Q1,Basel III Leverage Ratio,2025-Q1,2025-04-30,2025-04-29,On Time,Regulatory Reporting - Capital,ECB,1,5,94.6,4,High
RPT-0285,Net Stable Funding Ratio (NSFR) - 2025-Q1,Net Stable Funding Ratio (NSFR),2025-Q1,2025-04-30,2025-04-29,On Time,Regulatory Reporting - Liquidity,DNB,3,2,99.1,4,High
RPT-0286,Credit Risk RWA Report - 2024-M07,Credit Risk RWA Report,2024-M07,2024-08-15,2024-08-09,On Time,Credit Risk Reporting,Internal Risk Committee,2,2,8.6,4,Low
RPT-0287,Net Stable Funding Ratio (NSFR) - 2024-Q3,Net Stable Funding Ratio (NSFR),2024-Q3,2024-10-30,2024-10-29,On Time,Regulatory Reporting - Liquidity,DNB,3,3,91.3,4,High
